College,Branch,Category,Gender,Region,Technical/Non Technical,Round,Cutoff %,Location
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,OBC,F,Home District,Technical,1,83.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,NTD,M,Home District,Technical,1,90.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,SEBC,M,Home District,Technical,1,87.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,OPEN,M,Other Than Home District,Non Technical,1,90.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,SC,M,Other Than Home District,Non Technical,1,81.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,ST,M,Other Than Home District,Non Technical,1,72.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,NTA,M,Other Than Home District,Non Technical,1,89.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,NTB,M,Other Than Home District,Non Technical,1,86.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,NTC,M,Other Than Home District,Non Technical,1,90.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,OBC,M,Other Than Home District,Non Technical,1,90.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,SEBC,M,Other Than Home District,Non Technical,1,88.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,OPEN,F,Other Than Home District,Non Technical,1,91.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,SC,F,Other Than Home District,Non Technical,1,83.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,OBC,F,Other Than Home District,Non Technical,1,89.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,ST,F,Other Than Home District,Non Technical,1,80.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,OPEN,M,Other Than Home District,Technical,1,76.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,OBC,M,Other Than Home District,Technical,1,76.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,SC,M,Other Than Home District,Technical,1,87.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,SEBC,M,Other Than Home District,Technical,1,91.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,DEFS,G,State Level,Non Technical,1,60.5,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,OBC,G,State Level,Non Technical,1,43.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,EWS,G,State Level,Non Technical,1,66.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Information Technology,TFWS,G,State Level,Non Technical,1,93.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,OPEN,M,Home District,Non Technical,1,87.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,SC,M,Home District,Non Technical,1,81.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,ST,M,Home District,Non Technical,1,77.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,NTB,M,Home District,Non Technical,1,75.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,NTC,M,Home District,Non Technical,1,84.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,NTD,M,Home District,Non Technical,1,82.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,NTD,M,Home District,Non Technical,1,86.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,OBC,M,Home District,Non Technical,1,85.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,SEBC,M,Home District,Non Technical,1,65.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,OPEN,F,Home District,Non Technical,1,88.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,SC,F,Home District,Non Technical,1,82.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,ST,F,Home District,Non Technical,1,79.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,NTB,F,Home District,Non Technical,1,75.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,NTC,F,Home District,Non Technical,1,82.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,NTD,F,Home District,Non Technical,1,84.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,NTD,F,Home District,Non Technical,1,86.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,OBC,F,Home District,Non Technical,1,68.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,SEBC,F,Home District,Non Technical,1,74.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,OPEN,M,Home District,Technical,1,79.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,SC,M,Home District,Technical,1,65.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,ST,M,Home District,Technical,1,65.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,OBC,M,Home District,Technical,1,78.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,SEBC,M,Home District,Technical,1,71.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,OPEN,F,Home District,Technical,1,83.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,SC,F,Home District,Technical,1,69.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,OBC,F,Home District,Technical,1,79.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Non Technical,1,82.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,SC,M,Other Than Home District,Non Technical,1,71.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,ST,M,Other Than Home District,Non Technical,1,81.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,NTB,M,Other Than Home District,Non Technical,1,79.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,NTD,M,Other Than Home District,Non Technical,1,67.5,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,NTD,M,Other Than Home District,Non Technical,1,74.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,OBC,M,Other Than Home District,Non Technical,1,81.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,SEBC,M,Other Than Home District,Non Technical,1,78.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,OPEN,F,Other Than Home District,Non Technical,1,83.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,SC,F,Other Than Home District,Non Technical,1,70.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,OBC,F,Other Than Home District,Non Technical,1,79.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,NTC,M,Other Than Home District,Non Technical,1,82.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,ST,F,Other Than Home District,Non Technical,1,74.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Technical,1,75.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,OBC,M,Other Than Home District,Technical,1,69.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,SC,M,Other Than Home District,Technical,1,82.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,SEBC,M,Other Than Home District,Technical,1,82.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,EWS,G,State Level,Non Technical,1,54.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Electrical Engineering,TFWS,G,State Level,Non Technical,1,88.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,OPEN,M,Home District,Non Technical,1,82.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,SC,M,Home District,Non Technical,1,76.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,ST,M,Home District,Non Technical,1,67.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,NTA,M,Home District,Non Technical,1,53.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,NTB,M,Home District,Non Technical,1,80.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,NTC,M,Home District,Non Technical,1,76.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,NTD,M,Home District,Non Technical,1,78.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,OBC,M,Home District,Non Technical,1,80.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,SEBC,M,Home District,Non Technical,1,78.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,OPEN,F,Home District,Non Technical,1,84.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,SC,F,Home District,Non Technical,1,71.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,ST,F,Home District,Non Technical,1,81.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,OBC,F,Home District,Non Technical,1,60.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,OPEN,F,Home District,Technical,1,71.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,OPEN,M,Home District,Technical,1,97.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,ST,M,Home District,Technical,1,71.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,OBC,M,Home District,Technical,1,87.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,SC,F,Home District,Technical,1,73.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,OPEN,M,Other Than Home District,Non Technical,1,81.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,SC,M,Other Than Home District,Non Technical,1,72.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,OBC,M,Other Than Home District,Non Technical,1,74.29,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,OPEN,F,Other Than Home District,Non Technical,1,70.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,ST,M,Other Than Home District,Non Technical,1,62.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,OPEN,F,Other Than Home District,Non Technical,1,82.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,SC,F,Other Than Home District,Non Technical,1,71.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,OBC,F,Other Than Home District,Non Technical,1,79.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,OPEN,M,Other Than Home District,Technical,1,85.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,OBC,M,Other Than Home District,Technical,1,81.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,EWS,G,State Level,Non Technical,1,49.5,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Chemical Engineering,TFWS,G,State Level,Non Technical,1,86.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Non Technical,1,85.2,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,SC,M,Home District,Non Technical,1,78.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,ST,M,Home District,Non Technical,1,75.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,NTB,M,Home District,Non Technical,1,72.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,NTC,M,Home District,Non Technical,1,83.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,NTD,M,Home District,Non Technical,1,81.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,NTD,M,Home District,Non Technical,1,84.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,OBC,M,Home District,Non Technical,1,83.4,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,SEBC,M,Home District,Non Technical,1,84.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,OPEN,F,Home District,Non Technical,1,85.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,SC,F,Home District,Non Technical,1,76.6,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,ST,F,Home District,Non Technical,1,71.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,NTB,F,Home District,Non Technical,1,83.0,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,NTC,F,Home District,Non Technical,1,82.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,NTD,F,Home District,Non Technical,1,83.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,NTD,F,Home District,Non Technical,1,80.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,PWD,M,Home District,Non Technical,1,68.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Technical,1,81.8,Nashik
K.K. Wagh Education Society's K.K. Wagh Polytechnic Nashik,Mechanical Engineering,SC,M,Home District,Technical,1,61.0,Nashik
